22/02/2024
SCRIP CODE	SCRIP NAME	CAPITAL(No. of shares in lacs)
506863	Swadeshi Industries Leasing Co	108.17950
506867	Master Chemicals Ltd.	2.45000
506879	Gujarat Themis Biosyn Ltd.	726.43510
506906	Saptak Chem And Business Limit	107.32272
506910	Jaysynth Dyestuff (India) Ltd.	86.89700
506919	Makers Laboratories Ltd.	59.00376
506935	Continental Chemicals Ltd.	22.49000
506943	J.B. Chemicals & Pharmaceutica	1551.51350
506945	Indo Gulf Industries  Ltd.	95.67270
506947	Advance Petrochemicals Ltd.	9.00000
506971	B&B Realty Limited	148.59000
506975	Rajasthan Petro Synthetics Ltd	161.89270
506979	Apt Packaging Ltd	52.63467
506981	Blue Chip Tex Industries Ltd.	19.70500
507155	Jagatjit Industries Ltd.	441.63503
507180	Kesar Enterprises Ltd.	100.79682
507205	Tilaknagar Industries Ltd	1923.79102
507265	Emerald Leisures Limited	50.06200
507300	The Ravalgaon Sugar Farm Limit	3.40000
507315	Sakthi Sugars Ltd.	1188.49036
507410	Walchandnagar Industries Ltd	460.13318
507435	Khoday India Ltd.	145.70448
507438	IFB Agro Industries Ltd	93.67111
507442	Dharani Sugars & Chemicals Ltd	332.00000
507474	Kothari Fermanatation & Bioche	150.00000
507486	Caprolactam Chemicals ltd.	46.00000
507488	G.M. Breweries Ltd.	182.77538
507490	Rana Sugars Ltd.	1535.67820
507498	Piccadily Sugar  & Allied Ltd.	232.54527
507508	Riga Sugar Company Ltd.	144.43405
507514	Som Distilleries & Breweries L	775.10525
507515	C.J. Gelatine Products Ltd.	48.13300
507518	Superstar Distilleries And Foo	116.87300
507526	Associated Alcohols & Brewerie	180.79200
507528	Eastern Sugar & Industries Ltd	291.50100
507530	THAKKERS GROUP LIMITED	15.83250
507543	Coromandel Agro Products & Oil	7.90000
507552	Foods & Inns Ltd.	537.01913
507580	IVP Ltd.	103.26263
507598	KOVILPATTI LAKSHMI ROLLER FLOU	55.41476
507609	Olympic Oil Industries Ltd.	28.54000
507621	Milkfood Ltd.	51.27855
507645	Polson Ltd.	1.20000
507663	Sagar Soya Products Ltd.	2.83381
507685	Wipro  Ltd.	52249.80127
507690	Orient Beverages Ltd.	21.61500
507717	Dhanuka Agritech Ltd.	455.78324
507747	TTK Healthcare Ltd.	141.30333
507753	TGV SRAAC LIMITED	1070.89800
507759	Lime Chemicals Ltd.	65.04728
507779	Kanpur Plastipack Limited	214.59718
507785	Tainwala Chemicals & Plastics	93.63863
507789	Jagsonpal Pharmaceuticals Limi	263.37794
507794	Khaitan Chemicals & Fertilizer	969.89200
507808	United Leasing & Industries Lt	30.00000
507813	National Oxygen Ltd.	48.02271
507815	Gillette India Ltd.	325.85217
507817	Wires & Fabriks (SA) Ltd.	30.56250
507828	ANSAL HOUSING LIMITED	696.35828
507833	Computer Point Ltd.	300.01300
507836	Mac Charles (India) Ltd.	131.00452
507852	Addi Industries Ltd.	107.96574
507864	Pioneer Investcorp Ltd	122.96908
507872	Ashnoor Textiles Mills Ltd.	127.45849
507878	Unitech Ltd.	26146.34492
507880	V.I.P. Industries Ltd.	1419.42484
507892	Winsome Diamonds and Jewellery	1066.07894
507910	FIBERWEB (INDIA) LTD.	287.91710
507912	LKP Finance Limited	125.68623
507917	East Buildtech Limited	18.76800
507938	Manipal Finance Corporation Lt	83.80961
507944	Bajaj Steel Industries Ltd.	52.00000
507946	Kiduja  India  Ltd	17.15000
507948	Key Corp Ltd	60.00000
507952	Shikhar Leasing and Trading Lt	10.00000
507960	Gujarat Hotels Ltd.	37.87515
507962	Rajath Finance Limited	40.00000
507966	Ras Resorts & Apart Hotels Ltd	39.69743
507968	Jolly Plastic Industries Ltd.	66.76400
507970	Paramount Cosmetics (India) Lt	48.55000
507981	Jindal Hotels Ltd.	70.00000
507984	SER Industries Ltd	9.89590
507987	Jupiter Industries & Leasing L	10.00000
507998	Simmonds-Marshall Ltd	112.00000
508136	B & A Ltd.	31.00000
508486	Hawkins Cooker Ltd.	52.87815
508494	Warren Tea Ltd.	119.50804
508571	Cochin Malabar Estates & Indus	17.71908
508664	Best Eastern Hotels Limited	168.50000
508670	Neelamalai Agro Industries Ltd	6.22062
508807	IST Limited	116.64112
508814	Cosmo First Limited	262.49727
508860	Diamant Infrastructure Limited	352.04000
508867	New Markets Advisory Ltd	12.40000
508869	Apollo Hospitals Enterprises L	1437.84657
508875	Nitin Castings Limited	51.41330
508905	SMIFS Capital Markets Ltd.	55.85000
508906	Everest Industries Ltd.	157.77888
508918	IRONWOOD EDUCATION LIMITED	79.07715
508922	MSR India Limited	628.80000
508929	Joy Realty Limited	24.03280
508933	AYM Syntex Limited	505.99264
508941	Panasonic Carbon India Co.Ltd	48.00000
508954	Finkurve Financial Services Li	1268.58198
508956	HB Leasing & Finance Co. Ltd.	110.62731
508961	Shricon Industries Ltd.	12.40000
508963	Sterling Guarantee & Fin. Ltd	65.37600
508969	Sulabh Engineers & Services Li	1004.75000
508980	Frontier Capital Limited	167.62163
508982	Linkson International Limited	33.02160
508989	Navneet Education Limited	2262.13181
508993	Kedia Construction Co. Ltd.	30.00000
508996	Satra Properties(India) Ltd	1783.58000
508998	Sterling International Enterpr	2714.03068
509003	Transoceanic Properties Ltd.	63.00000
509009	AuSom Enterprise Limited	136.23552
509015	Thakral Services (India) Limit	117.35080
509020	Ruchi Infrastructure Ltd	2155.01942
509024	Golden Legand Leasing & Financ	148.70000
509026	VJTF Eduservices Limited	176.00000
509038	Voltaire Leasing & Finance Ltd	41.18000
509040	Netlink Solutions (India) Ltd.	25.29225
509046	TRILIANCE POLYMERS LIMITED	51.10000
509048	Lancor Holdings Ltd.	607.50000
509051	Indian Infotech And Software L	10055.89500
509053	Banas Finance Limited	480.46232
509055	Visaka Industries Ltd.	864.04760
509069	Infomedia Press Limited	501.94172
509073	Hathway Bhawani Cabletel & Dat	81.00000
509077	Pressman Advertising Limited	234.82843
509079	Gufic BioSciences Ltd.	1002.77506
509084	Photon Capital Advisors Ltd	15.13694
509099	Oswal Leasing Ltd.	5.00000
509148	Govind Rubber Ltd	218.45037
509152	GRP Limited	13.33333
509162	Indag Rubber Ltd.	262.50000
509196	M.M. Rubber Company Ltd.	62.31081
509220	PTL Enterprises Ltd	1323.77000
509243	TVS Srichakra Ltd.	76.57050
509367	Andhra Pradesh Tanneries Ltd.	5.73900
509423	Sanathnagar Enterprises Limite	31.50000
509438	Benares Hotels Ltd	13.00000
509449	Bhagwati Oxygen Ltd.	23.12969
509470	BOMBAY OXYGEN INVESTMENTS LIMI	1.50000
509472	Cravatex Ltd.	25.84160
509480	Berger Paints India Ltd	11657.69724
509486	Caprihans India Ltd.	131.33971
509488	Graphite India Ltd.	1953.75594
509496	ITD Cementation India Ltd	1717.87584
509525	Empire Industries Ltd.	59.99998
509546	Graviss Hospitality Ltd	705.19135
509550	Gammon India Ltd.	3688.47305
509557	GARWARE TECHNICAL FIBRES LIMIT	203.78169
509563	Garware Marine Industries Ltd.	57.66184
509567	Goa Carbon Ltd.	91.51052
509597	Hardcastle & Waud Mfg. Co. Ltd	6.79474
509631	HEG Ltd.	385.95506
509635	Hindustan Composites Ltd	147.69000
509650	Hindustan Housing Co. Ltd.	0.24200
509675	HIL Limited	75.40899
509692	Indian Card Clothing Ltd	59.41120
509709	International Conveyors Ltd.	633.79000
509715	Jay Shree Tea & Industries Ltd	288.77488
509732	Kothari Industrial Corpn. Ltd.	124.83885
509760	Modern Shares and Stockbrokers	29.31125
509762	Mapro Industries Ltd	83.88925
509782	Oseaspre Consultants Ltd.	2.00000
509820	HUHTAMAKI INDIA LIMITED	755.21934
509835	Premier Synthetics Ltd.	45.93200
509845	R.J. Shah & Co. Ltd.	2.80100
509870	Shah Construction Co. Ltd.	1.61250
509874	Shalimar Paints Ltd.	837.11178
509887	Sinnar Bidi Udyog Ltd.	4.00000
509895	Hindoostan Mills Ltd.	16.64548
509910	Southern Gas Ltd.	0.22500
509917	Technojet Consultants Ltd.	2.00000
509930	Supreme Industries Ltd.	1270.26870
509945	Thacker & Co. Ltd.	10.87719
509953	Trade Wings Ltd.	30.00000
509960	U.P. Hotels Ltd.	54.00000
509966	VST Industries Ltd.	154.41920
510245	Swasti Vinayaka Synthetics Ltd	900.00000
511000	Madhusudan Securities Ltd	86.95487
511012	Yamini Investments Company Lim	5257.26400
511016	Premier Capital Services Ltd.	370.60920
511018	MILGREY FINANCE & INVESTMENT L	215.41250
511034	Jindal Drilling & Industries L	289.81104
511038	Arco Leasing Ltd.	2.40070
511048	Kusam Electrical Industies Ltd	2.40000
511060	Jumbo Finance Ltd.	3.70000
511066	Sakthi Finance Ltd.	647.05882
511074	EASY FINCORP LIMITED	2.45000
511076	Sat Industries Ltd	1130.85000
511082	Maa Jagdambe Tradelinks Limite	784.25000
511088	All Metal Process & Ind.Ltd.	37.00000
511092	JMD Ventures Limited	288.58400
511096	Tivoli Construction Ltd.	5.00000
511108	Shiva Texyarn Ltd.	129.62713
511110	V.B.Desai Financial Services L	45.27890
511116	Quadrant Televentures Limited	6122.60268
511122	First Custodian Fund (India) L	15.00000
511131	Kamanwala Housing Construction	140.93160
511144	Asya Infosoft Limited	120.57292
511147	WSFX Global Pay Limited	116.96200
511153	Anjani Foods Limited	279.48900
511169	RKD AGRI & RETAIL LIMITED	221.50000
511176	Parshwanath Corporation Limite	31.31837
511185	RAJVI LOGITRADE LIMITED	10.00000
511187	Millennium Online Solutions (I	500.19510
511194	ICDS Ltd.	130.26700
511196	Can Fin Homes Ltd.	1331.54125
511200	Munoth Capital Market Ltd	89.91000
511208	IL & FS Investment Managers Lt	3140.32740
511218	Shriram Finance Limited	3757.09757
511243	Cholamandalam Investment and F	8398.11456
511246	BOMBAY TALKIES LIMITED	540.00000
511254	Sagar Systech Ltd.	3.20000
511260	ID INFO BUSINESS SERVICES LTD.	12.50000
511333	VLS Finance Limited	341.95992
511355	India Cements Capital Limited	217.06200
511357	Kailash Auto Finance Ltd	5870.60083
511359	AD-Manum Finance Ltd	75.00000
511367	Meglon Infra-Real (India) Ltd.	50.00000
511377	Mehta Integrated Finance Ltd.	50.00000
511389	Videocon Industries Ltd.	3344.58875
511391	Inter Globe Finance Ltd.	68.22295
511401	MUNOTH COMMUNICATION LIMITED	96.49400
511411	SHRISTI INFRASTRUCTURE DEVELOP	222.00000
511413	CREST VENTURES LIMITED	284.49775
511421	Pine Animation Limited	2770.00000
511427	ATN International Ltd.	394.50000
511431	Vakrangee Limited	10595.13290
511441	Gujarat Credit Corporation Ltd	30.00000
511447	Sylph Technologies Ltd	1490.00000
511451	Dharani Finance Ltd.	49.94400
511463	Alexander Stamps And Coin Limi	93.12000
511473	Indbank Merchant Banking Servi	443.78200
511493	SHRYDUS INDUSTRIES LIMITED	120.05286
511501	Bharat Bhushan Share & Commodi	33.80400
511505	Capital Trust Ltd.	163.61415
511507	Ushakiran Finance Ltd.	25.44500
511509	Vivo Bio tech Ltd.	149.03520
511523	Veerhealth Care Limited	199.98476
511525	Pan India Corporation Ltd	1242.56500
511533	Sahara HousingFina Corporation	70.00000
511535	NDA Securities ltd.	59.48364
511539	Supra Trends Limited	5.00000
511543	GSB Finance Ltd.	60.00000
511549	Morarka Finance Ltd.	45.02100
511551	Monarch Networth Capital Limit	338.69518
511557	Pro Fin Capital Services Ltd	2120.07000
511559	Times Guaranty Ltd.	89.93149
511563	Sanchay Finvest Ltd	31.50000
511571	Som Datt Finance Corporation L	100.07970
511577	Savani Financials Ltd.	40.00000
511585	Regency Trust Ltd.	100.00000
511589	Avonmore Capital & Management	233.53220
511593	Libord Finance Limited	157.00000
511601	Yash Management & Satellite Lt	170.00000
511605	Arihant Capital Markets Ltd.	1041.12800
511609	ISL Consulting Ltd	240.00000
511611	DCM Financial Services Ltd.	187.81987
511618	JIK Industries Ltd	623.85948
511626	R.R.Financial Consultants Ltd.	110.60700
511628	IM+ Capitals Limited	99.01597
511630	Sambhaav Media Ltd.	1911.10840
511632	Olympic Management & Financial	30.06600
511634	Dugar Housing Developments Lim	3.00000
511636	DJS Stock & Shares Ltd.	754.56000
511642	Wisec Global Ltd.	76.00100
511644	Omega Interactive Technologies	5.00000
511654	Sugal & Damani Share Brokers L	62.50007
511658	Nettlinx Ltd.	241.76624
511660	Premium Capital Market & Inves	65.53700
511664	BGIL Films & Technologies Ltd	113.27630
511672	Scan Steels Limited	523.52295
511676	GIC Housing Finance Ltd.	538.51066
511688	Mathew Easow Research Securiti	66.50000
511692	Ajcon Global Services Ltd.	61.16200
511696	Chartered Capital & Investment	30.11600
511700	Standard Capital Markets Ltd.	14700.03000
511702	YOGI LIMITED	161.91313
511706	Action Financial Services (Ind	125.04500
511710	Cubical Financial Services Ltd	651.70000
511712	Relic Technologies Ltd.	36.00000
511714	Nimbus Projects Limited	108.38000
511716	Invigorated Business Consultin	402.50000
511724	BAID FINSERV LIMITED	1200.68300
511726	Vipul Limited	1199.84480
511728	K.Z.Leasing & Finance Ltd.	30.41200
511730	Avasara Finance Limited	50.00900
511734	Pasupati Fincap Ltd.	47.00000
511736	Ushdev International Ltd	3384.94000
511738	Mehta Securities Ltd.	30.89400
511740	Mehta Housing Finance Ltd.	30.82000
511742	UGRO CAPITAL LIMITED	927.50046
511754	Shalibhadra Finance Ltd.	70.00000
511756	Abirami Financial Services (In	54.00000
511758	Mansi Finance (Chennai) Ltd	35.34900
511760	Seven Hill Industries Limited	1300.32000
511764	Aastamangalam Finance Limited	89.09750
511766	Muthoot Capital Services Ltd.	164.47533
511768	Master Trust Ltd.	217.53200
512004	Nilkanth Engineering Ltd.	12.45000
512008	EFC (I) LIMITED	497.76688
512014	Sobhagya Merchantile Ltd.	2.40000
512017	Exdon Trading Co. Ltd.	320.50000
512018	CNI Research Ltd	1148.04500
512020	Saraswati Commercial (India) L	10.29928
512022	Winro Commercial (India) Ltd.	12.52536
512024	N.D.Metal Industries Ltd	24.80000
512025	Inertia Steel Limited	2.48800
512026	PH Trading Ltd.	4.80000
512036	Kapil Cotex  Ltd.	10.40000
512038	TCC CONCEPT LIMITED	210.34396
512047	Royal India Corporation Limite	230.80000
512048	Luharuka Media & Infra Limited	937.20000
512060	Ventura Guaranty Ltd.	31.94800
512062	Sanmitra Commercial Ltd.	11.00000
512063	Ayoki Mercantile Ltd.	2.45000
512064	VISHVPRABHA VENTURES LIMITED	17.15000
512065	Mrugesh Trading Ltd.	2.45000
512068	Deccan Gold Mines Ltd.	1472.66500
512070	UPL Limited	7506.07641
512091	Anshuni Commercials Ltd.	12.00000
512093	Cranes Software International	1177.66850
512097	Saianand Commercial Limited	2272.00000
512099	EYANTRA VENTURES LIMITED	18.19375
512101	Triochem Products Ltd.	2.45000
512103	Nidhi Granites Limited	40.00000
512109	Aviva Industries Limited	14.99000
512115	Rose Merc.Limited	42.11500
512117	Twin Roses Trades & Agencies L	22.41000
512131	Signet Industries Limited	294.37000
512147	Kajal Synthetics and Silk Mill	19.92000
512149	Avance Technologies Ltd.	19819.17430
512153	M LAKHAMSI INDUSTRIES LIMITED	59.65687
512157	Terraform Realstate Limited	5.00000
512161	SECUREKLOUD TECHNOLOGIES LIMIT	334.10605
512165	ABans Enterprises Limited	139.49776
512167	Matra Realty Ltd	122.72580
512169	Capricorn Systems Global Solut	39.96000
512175	Vama Industries Limited	525.40000
512179	Sunteck Realty Ltd	1464.86419
512191	Mishka Finance and Trading Lim	1033.36000
512195	Bentley Commercial Enterprises	9.96000
512197	Silver oak Commercial Ltd.	27.50000
512213	Classic Electricals Ltd.	14.85210
512215	STEPHANOTIS FINANCE LIMITED	64.49380
512217	Prism Medico and Pharmacy Ltd.	60.63428
512221	SPV GLOBAL TRADING LIMITED	19.60000
512229	Veritas (India) Limited	268.10000
512233	Jaybharat Textiles And Real Es	3828.37500
512237	Jai Corp Limited	1784.49410
512245	Nivi Trading Ltd.	12.45600
512247	Ashirwad Capital Ltd.	600.00000
512257	Swasti Vinayaka Art And Herita	900.00000
512261	Bajaj Global Ltd	7.42500
512265	Avon Mercantile Ltd.	74.77390
512267	Media Matrix Worldwide Ltd.	11327.42219
512271	Tashi India Ltd.	7.42500
512277	Autoriders International Ltd	4.90140
512279	N2N Technologies Limited	32.28069
512289	Shirpur Gold Refinery Ltd.	291.37202
512291	Speedage Commercials Ltd.	9.80000
512296	Bhagyanagar India Limited	319.95000
512297	Shantai Industries Limited	15.00000
512301	Chambal Breweries & Distilleri	74.88758
512303	Mansoon Trading Co. Ltd.	24.54700
512329	SG MART LIMITED	557.70000
512337	Mahashree Trading Ltd.	4.00000
512341	CES Limited	364.00000
512344	Aravali Securities & Finance L	151.53850
512345	Yash Trading & Finance Ltd.	2.45000
512359	Sword-Edge Commercials Limited	2172.00000
512361	Cupid Trades & Finance Ltd.	9.60000
512367	Sheraton Properties & Finance	12.00000
512369	Ennore Coke Limited	155.00000
512377	Magnanimous Trade & Finance Lt	9.51468
512379	Cressanda Solutions Ltd.	3984.95500
512381	STARTECK FINANCE LIMITED	99.10330
512393	Shardul Securities Ltd.	174.98433
512399	SERA INVESTMENTS & FINANCE IND	500.00000
512404	Bengal Steel Industries Ltd.	49.00000
512405	i Power Solutions India Ltd.	44.49000
512408	Uniworth Securities Limited	12.44800
512415	Mercury Trade Links Ltd.	2.47500
512417	Trinity Tradelink Limited	2625.58050
512425	Nirav Commercials Ltd.	3.92000
512431	White Hall Commercial Co.Ltd.	2.49000
512433	Asutosh Enterprise Ltd.	22.41000
512437	Apollo Finvest (India) Ltd.	37.31208
512439	Esquire Money Guarantees Ltd	22.05000
512441	Enbee Trade & Finance Ltd.	143.23939
512443	Ganon Products Limited	93.31000
512445	Devinsu Trading Ltd.	5.00000
512453	Shri Jagdamba Polymers Ltd	87.58000
512455	Lloyds Metals and Energy Limit	5052.53535
512461	Punctual Trading Ltd.	10.00000
512463	LLOYDS ENTERPRISES LIMITED	12721.26621
512477	Betex India Ltd.	15.00000
512479	VIRYA RESOURCES LIMITED	15.00000
512481	Polytex India Ltd.	135.00000
512485	Dhanlaxmi Cotex Ltd.	48.71350
512489	Oasis Securities Limited	18.50000
512493	Garnet International Limited	196.35000
512499	Shalimar Productions Ltd.	9843.28313
512505	Meenakshi Steel Industries Ltd	19.92000
512511	Varun Mercantile Ltd.	19.92000
512517	Vinayak Vanijya Ltd.	9.96000
512519	Donear Industries Ltd	520.00000
512527	Super Sales India Ltd.	30.71500
512529	Sequent Scientific Limited	2494.33495
512531	State Trading Corporation of I	600.00000
512535	Asahi Infrastructure & Project	350.79600
512553	Zenith Exports Ltd.	53.96250
512559	Kohinoor Foods Ltd	370.71530
512565	NEELKANTH LIMITED	43.59000
512573	Avanti Feeds ltd.	1362.45630
512587	Zodiac-JRD-MKJ Ltd.	51.77182
512589	Sita Enterprises LTD.	30.00000
512591	Pulsar International Limited	64.90000
512595	Manbro Industries Limited	5.01050
512597	KEYNOTE FINANCIAL SERVICES LIM	70.18339
512599	Adani Enterprises Ltd.	11400.01121
512600	Macro International Limited	49.24070
512604	Haria Exports Ltd.	115.50000
512608	Bhandari Hosiery Exports Ltd.	1634.38061
512618	RLF Ltd.	99.88883
512624	Regent Enterprises Limited	334.56348
512626	Orbit Exports Ltd.	270.23402
512634	Savera Industries Ltd.	119.28000
513005	Chrome Silicon Limited	48.94350
513010	TATA STEEL LONG PRODUCTS LIMIT	451.00000
513012	Jeet Machine Tools Ltd.	19.60000
513023	NAVA LIMITED	1451.00638
513039	Hindusthan Udyog Ltd	61.94996
513043	Remi Edelstahl Tubulars Limite	109.82400
513059	G.S. Auto International Ltd.	145.14580
513063	Trans-Freight Containers Ltd.	72.82240
513097	Shivalik Bimetal Controls Ltd.	576.04200
513108	Gandhi Special Tubes Ltd.	121.52000
513117	Amforge Industries Ltd.	143.87212
513119	ABC Gas (International) Ltd.	19.80000
513121	Oricon Enterprises Ltd.	1570.47715
513127	Shree Narmada Aluminium Indust	31.49001
513149	Acrow (India) Ltd.	6.40000
513153	TechTrek India Limited	36.30220
513173	Steel Strips Infrastructures L	86.43000
513228	Pennar Industries Ltd.	1349.46231
513250	Jyoti Structures Ltd.	6345.27710
513252	Jay Ushin Ltd.	38.64500
513262	Steel Strips & Wheels Ltd	1569.29325
513269	Man Industries (India) Ltd	601.03055
513291	Premier Pipes Limited	71.00000
513295	IMEC SERVICES LIMITED	19.00000
513303	Modern Steels Limited	137.62359
513307	Synthiko Foils Ltd.	17.40000
513309	Golkonda Aluminium Extrusions	52.69509
513335	Metalyst Forgings Limited	435.50000
513337	Gujarat Toolroom Ltd.	555.53600
513343	Grand Foundry Ltd.	304.30000
513349	Ajmera Realty & Infra India Li	354.84875
513353	Cochin Minerals & Rutile Ltd.	78.30000
513355	Marmagoa Steels Ltd.	609.43000
513361	India Steel Works Ltd	3980.80925
513369	KRISHANVEER FORGE LIMITED	109.39400
513375	Carborundum Universal Ltd.	1900.68904
513377	MMTC Ltd.	15000.00000
513397	Vallabh Steels ltd	49.50000
513401	Ashiana Ispat Limited	79.64800
513403	P.M. Telelinnks Limited	100.75000
513418	Smiths & Founders (India) Limi	1019.96525
513422	Bloom Industries Ltd	66.40000
513430	Maitri Enterprises Limited	44.00000
513434	Tata Metaliks Ltd	315.77500
